id,rate_unemployment,percent_college,percent_married,median_income,average_act,percent_lunch,year,state,LEAID,zip_code,school_type,school_level,charter,school_code,id_support,Tot_salary_exp,Tot_salary_exp_federal
170801000407,0.0487619047619048,0.655829596412556,0.748732802317161,64335.0,22.3,0.210526315789474,2016-2017,IL,1708010,61010,Regular School,High,No,407.0,170801000407,3352086.28,3428690.28
170804000409,0.147912885662432,0.448763250883392,0.434653465346535,31586.0,15.9,0.827655310621243,2016-2017,IL,1708040,62206,Regular School,High,No,409.0,170804000409,5072385.0,5072385.0
170816000429,0.0264150943396226,0.528439474963539,0.861219195849546,62051.0,19.3,0.269607843137255,2016-2017,IL,1708160,61238,Regular School,High,No,429.0,170816000429,865916.4,1219600.57
170822000431,0.0778995960761685,0.541687721071248,0.814627994955864,44302.0,19.6,0.322344322344322,2016-2017,IL,1708220,62320,Regular School,High,No,430.0,170822000430,887000.0,917000.0
170825000437,0.0481550969355847,0.557458563535912,0.697283311772316,39693.0,19.4,0.432835820895522,2016-2017,IL,1708250,62916,Regular School,High,No,435.0,170825000435,1200000.0,1200000.0
170828000438,0.121287128712871,0.493545183714002,0.624096385542169,28289.0,19.1,0.471724137931034,2016-2017,IL,1708280,61520,Regular School,High,No,438.0,170828000438,2396552.79,2940811.87
170837000454,0.0995834911018554,0.76547619047619,0.146883005977797,12208.0,21.2,0.483271375464684,2016-2017,IL,1708370,62901,Regular School,High,No,454.0,170837000454,7630666.11,7749790.63
170840000458,0.05359565807327,0.674275138803208,0.782805429864253,53750.0,20.3,0.322033898305085,2016-2017,IL,1708400,60465,Regular School,High,No,458.0,170840000458,18219609.97,19030112.23
170840000459,0.0759018759018759,0.840480274442539,0.834108527131783,87782.0,22.2,0.124849578820698,2016-2017,IL,1708400,60462,Regular School,High,No,458.0,170840000458,18219609.97,19030112.23
170840000460,0.0374271205567049,0.726770108792581,0.93339457969683,101875.0,21.8,0.159631246967492,2016-2017,IL,1708400,60487,Regular School,High,No,458.0,170840000458,18219609.97,19030112.23
170843000461,0.107307692307692,0.664923421740755,0.679377431906615,42413.0,21.1,0.299287410926366,2016-2017,IL,1708430,62626,Regular School,High,No,461.0,170843000461,1894201.58,1894201.58
170846000466,0.0503626107977438,0.62977793957044,0.6,52367.0,18.8,0.277008310249307,2016-2017,IL,1708460,62231,Regular School,High,No,465.0,170846000465,2024746.0,269748.0
170850000472,0.0364715860899067,0.736694677871149,0.467625899280576,43068.0,18.0,0.291891891891892,2016-2017,IL,1708500,62821,Regular School,High,No,470.0,170850000470,690537.01,877563.16
170855000485,0.0292214568983511,0.672193436960276,0.798894557823129,66200.0,21.3,0.218110236220472,2016-2017,IL,1708550,60140,Regular School,High,No,477.0,170855000477,2410261.35,2410261.35
170855000486,0.0589729119638826,0.861919861631594,0.874407582938389,114722.0,22.5,0.199728874830547,2016-2017,IL,1708550,60102,Regular School,High,No,477.0,170855000477,2410261.35,2410261.35
170855000487,0.214005235602094,0.261627906976744,0.592180653859117,45575.0,18.8,0.569460842188115,2016-2017,IL,1708550,60110,Regular School,High,No,477.0,170855000477,2410261.35,2410261.35
170861000501,0.0760869565217391,0.618181818181818,0.652737752161383,44466.0,21.1,0.293577981651376,2016-2017,IL,1708610,62016,Regular School,High,No,500.0,170861000500,1053666.13,1187276.84
170864000504,0.0578125,0.732939874585024,0.610103626943005,42650.0,22.9,0.343416370106762,2016-2017,IL,1708640,62918,Regular School,High,No,503.0,170864000503,2567074.74,2831002.47
170910002875,0.075685903500473,0.565985130111524,0.74235807860262,54773.0,20.0,0.197718631178707,2016-2017,IL,1709100,62550,Regular School,High,No,129.0,170910000129,747107.36,747107.36
170930000538,0.116948092557849,0.693340794627868,0.684975767366721,49750.0,18.6,0.515350877192982,2016-2017,IL,1709300,62801,Regular School,High,No,538.0,170930000538,5766188.0,6023250.0
170933000540,0.0496987951807229,0.653208363374189,0.843870967741935,64702.0,19.5,0.155555555555556,2016-2017,IL,1709330,61818,Regular School,High,No,540.0,170933000540,1271011.05,1271011.05
170940005404,0.0476575121163166,0.558226897069872,0.901639344262295,55116.0,19.2,0.234567901234568,2016-2017,IL,1709400,61051,Regular School,High,No,4571.0,170940004571,299348.0,309348.0
170942000545,0.0887863155036655,0.692960135708227,0.483152173913043,44977.0,20.1,0.451754385964912,2016-2017,IL,1709420,61821,Regular School,High,No,543.0,170942000543,2135329.0,2135329.0
170942000546,0.0517958412098299,0.856123215627348,0.715346534653465,33720.0,20.5,0.422203532380151,2016-2017,IL,1709420,61820,Regular School,High,No,543.0,170942000543,2135329.0,2135329.0
170960000567,0.171047760088856,0.8368,0.330472103004292,13235.0,21.0,0.315051020408163,2016-2017,IL,1709600,61920,Regular School,High,No,565.0,170960000565,473024.43,511349.71
170981000579,0.0515953835709437,0.376739009460211,0.494230769230769,50969.0,19.2,0.290519877675841,2016-2017,IL,1709810,62233,Regular School,High,No,578.0,170981000578,2826182.0,2826182.0
170993000587,0.0644078144078144,0.901704545454545,0.485185185185185,64153.0,17.0,0.86455798864558,2016-2017,IL,1709930,60625,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000588,0.186259541984733,0.8084345961401,0.25531914893617,41250.0,14.9,0.975957257346394,2016-2017,IL,1709930,60616,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000626,0.143857415658816,0.448315248429469,0.616248919619706,51875.0,15.7,0.874773139745917,2016-2017,IL,1709930,60652,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000671,0.431528662420382,0.395144976399191,0.0521327014218009,14005.0,17.7,0.952651515151515,2016-2017,IL,1709930,60827,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000681,0.0983513359863559,0.193548387096774,0.632823365785814,35739.0,18.7,0.819867549668874,2016-2017,IL,1709930,60639,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000714,0.0610955056179775,0.955454545454545,1.0,42667.0,27.5,0.32362312243969,2016-2017,IL,1709930,60607,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000718,0.294117647058824,0.202631578947368,0.454417952314165,27647.0,14.8,0.991847826086957,2016-2017,IL,1709930,60609,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000722,0.132764920828258,0.516414141414141,0.379746835443038,33500.0,16.6,0.969240048250905,2016-2017,IL,1709930,60608,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000758,0.3557582668187,0.525541125541126,0.231182795698925,20281.0,17.1,0.926409903713893,2016-2017,IL,1709930,60620,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000788,0.142316017316017,0.134793597304128,0.385976408912189,29805.0,15.9,0.987237921604376,2016-2017,IL,1709930,60623,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000792,0.329,0.482442748091603,0.259206798866856,44500.0,14.4,0.985576923076923,2016-2017,IL,1709930,60628,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000799,0.0951625693893735,0.371712864250178,0.172360248447205,40526.0,16.1,0.952898550724638,2016-2017,IL,1709930,60641,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000809,0.231381055676067,0.275235766678309,0.699182242990654,39608.0,15.3,0.9830220713073,2016-2017,IL,1709930,60629,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000851,0.133858267716535,0.764505119453925,0.611428571428571,49018.0,15.7,0.918414918414918,2016-2017,IL,1709930,60628,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000852,0.323727185398655,0.484739676840215,0.241379310344828,31897.0,14.3,0.977973568281938,2016-2017,IL,1709930,60636,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000879,0.298863636363636,0.505882352941176,0.0420054200542005,21638.0,14.4,0.971774193548387,2016-2017,IL,1709930,60619,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000889,0.10188019239178,0.337933918862401,0.513491414554375,43250.0,17.7,0.894073139974779,2016-2017,IL,1709930,60629,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000893,0.196787148594378,0.787209302325581,0.463035019455253,31399.0,15.4,0.961497326203209,2016-2017,IL,1709930,60637,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000895,0.306735751295337,0.608445297504798,0.278776978417266,42628.0,15.2,0.958693563880884,2016-2017,IL,1709930,60643,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000920,0.129884629698549,0.213409961685824,0.5755,38354.0,16.8,0.937762825904121,2016-2017,IL,1709930,60632,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000923,0.130023640661939,0.269686411149826,0.60836820083682,36436.0,15.9,0.971297359357061,2016-2017,IL,1709930,60639,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000924,0.0863232682060391,0.5965483555845,0.873134328358209,75972.0,18.7,0.707152496626181,2016-2017,IL,1709930,60638,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000925,0.094391244870041,0.844890510948905,0.453277545327755,38108.0,19.5,0.629444444444444,2016-2017,IL,1709930,60615,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000931,0.163687676387582,0.645344129554656,0.0948745910577972,20938.0,20.6,0.67964824120603,2016-2017,IL,1709930,60653,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000941,0.0383991346673878,0.964580873671783,0.907949790794979,105952.0,18.5,0.77683615819209,2016-2017,IL,1709930,60613,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000942,0.0555555555555556,0.821685173089484,0.805996472663139,76488.0,24.4,0.463080684596577,2016-2017,IL,1709930,60618,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000943,0.163855421686747,0.834719334719335,0.310897435897436,61382.0,14.8,0.981269510926119,2016-2017,IL,1709930,60617,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000967,0.353135313531353,0.51681706316653,0.0763888888888889,19279.0,14.2,0.991549295774648,2016-2017,IL,1709930,60621,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000972,0.241758241758242,0.390804597701149,0.254335260115607,42870.0,14.7,0.803389830508475,2016-2017,IL,1709930,60624,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000977,0.099562363238512,0.822906641000962,0.882352941176471,72368.0,17.0,0.801395939086294,2016-2017,IL,1709930,60659,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993000990,0.0383991346673878,0.940537449971412,1.0,80091.0,27.1,0.355871886120996,2016-2017,IL,1709930,60605,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993001002,0.0843881856540084,0.815298507462687,0.764331210191083,65972.0,17.9,0.719686162624822,2016-2017,IL,1709930,60643,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993001061,0.168175937904269,0.710779082177161,0.414285714285714,22891.0,15.0,0.966911764705882,2016-2017,IL,1709930,60653,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993001072,0.389221556886228,0.634192932187202,0.0443686006825939,29297.0,14.8,0.960167714884696,2016-2017,IL,1709930,60628,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993001086,0.032624814631735,0.882581271227559,0.742857142857143,68348.0,15.0,0.973913043478261,2016-2017,IL,1709930,60622,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993001093,0.113576642335766,0.462558717877867,0.553996339231239,49375.0,15.7,0.912951167728238,2016-2017,IL,1709930,60625,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993001111,0.0164986251145738,0.782201405152225,0.866548042704626,84542.0,16.4,0.86265366680797,2016-2017,IL,1709930,60641,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993001114,0.0279385854517996,0.748518011855905,0.752878653675819,63906.0,18.5,0.889369057908384,2016-2017,IL,1709930,60660,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993001125,0.237529691211401,0.446633825944171,0.110599078341014,27031.0,14.5,0.792682926829268,2016-2017,IL,1709930,60612,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993001139,0.202948402948403,0.441200657894737,0.525870178739417,52539.0,16.8,0.853394181403309,2016-2017,IL,1709930,60634,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993001149,0.0677966101694915,0.668366164542294,0.467166979362101,42246.0,15.8,0.945820433436533,2016-2017,IL,1709930,60626,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993001153,0.114393679148059,0.620723047127179,0.712727272727273,58750.0,19.2,0.469225888324873,2016-2017,IL,1709930,60631,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993001161,0.320876288659794,0.333696837513631,0.215302491103203,33229.0,14.6,0.978915662650602,2016-2017,IL,1709930,60609,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993001180,0.0940265486725664,0.496607869742198,0.398533007334963,44104.0,19.7,0.619963920625376,2016-2017,IL,1709930,60625,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993001185,0.0301507537688442,0.983492615117289,0.79,89583.0,22.4,0.452177817691962,2016-2017,IL,1709930,60614,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993001189,0.226841721371262,0.37630890052356,0.618303571428571,39949.0,16.9,0.826570680628272,2016-2017,IL,1709930,60617,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993001192,0.0482204362801378,0.93953488372093,0.572463768115942,94507.0,15.7,0.952542372881356,2016-2017,IL,1709930,60622,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993001198,0.115942028985507,0.289855072463768,0.356401384083045,43477.0,17.8,0.859150102810144,2016-2017,IL,1709930,60632,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993001980,0.130781499202552,0.372592592592593,0.46078431372549,46146.0,17.4,0.86041439476554,2016-2017,IL,1709930,60629,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993002031,0.251708428246014,0.617031177291764,0.25297619047619,33996.0,23.2,0.643958868894602,2016-2017,IL,1709930,60628,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993003450,0.054399243140965,0.92910447761194,0.787433155080214,80726.0,17.2,0.924109208699676,2016-2017,IL,1709930,60616,Regular School,Other,Yes,48.0,170993000048,3617969.19,4394190.0
170993003473,0.180656934306569,0.649076517150396,0.782608695652174,75804.0,14.7,0.951071878940731,2016-2017,IL,1709930,60616,Regular School,High,Yes,48.0,170993000048,3617969.19,4394190.0
170993003474,0.139240506329114,0.467680608365019,0.4325,34509.0,16.0,0.953626634958383,2016-2017,IL,1709930,60623,Regular School,High,Yes,48.0,170993000048,3617969.19,4394190.0
170993003479,0.0462633451957295,0.832984136486082,0.828478964401295,78517.0,20.0,0.896670366259711,2016-2017,IL,1709930,60602,Regular School,Other,Yes,48.0,170993000048,3617969.19,4394190.0
170993003481,0.099562363238512,0.822906641000962,0.882352941176471,72368.0,29.6,0.283442469597755,2016-2017,IL,1709930,60625,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993003487,0.168175937904269,0.710779082177161,0.414285714285714,22891.0,17.9,0.88833746898263,2016-2017,IL,1709930,60653,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993003505,0.0462633451957295,0.832984136486082,0.828478964401295,78517.0,17.7,0.883268034109242,2016-2017,IL,1709930,60603,Regular School,Other,Yes,48.0,170993000048,3617969.19,4394190.0
170993003539,0.298863636363636,0.505882352941176,0.0420054200542005,21638.0,15.0,0.946236559139785,2016-2017,IL,1709930,60619,Regular School,Not reported,Yes,48.0,170993000048,3617969.19,4394190.0
170993003542,0.196787148594378,0.787209302325581,0.463035019455253,31399.0,17.8,0.80243000528262,2016-2017,IL,1709930,60637,Regular School,Other,Yes,48.0,170993000048,3617969.19,4394190.0
170993003555,0.238537794299876,0.289283731260411,0.490016638935108,31026.0,17.5,0.961523257346159,2016-2017,IL,1709930,60607,Regular School,Other,Yes,48.0,170993000048,3617969.19,4394190.0
170993003981,0.186259541984733,0.8084345961401,0.25531914893617,41250.0,16.8,0.853658536585366,2016-2017,IL,1709930,60616,Regular School,High,Yes,48.0,170993000048,3617969.19,4394190.0
170993003989,0.0617433414043584,0.595353339787028,0.339055793991416,34865.0,29.4,0.241126070991432,2016-2017,IL,1709930,60610,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993004266,0.357879234167894,0.333714285714286,0.115384615384615,23472.0,14.9,0.978436657681941,2016-2017,IL,1709930,60621,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993004715,0.279661016949153,0.567632850241546,0.294605809128631,18750.0,19.2,0.963636363636364,2016-2017,IL,1709930,60612,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993005051,0.359375,0.411067193675889,0.142430278884462,25323.0,15.4,0.976744186046512,2016-2017,IL,1709930,60609,Regular School,High,Yes,48.0,170993000048,3617969.19,4394190.0
170993005061,0.128329297820823,0.478330658105939,0.722564734895191,64911.0,17.8,0.842718446601942,2016-2017,IL,1709930,60634,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993005072,0.203045685279188,0.47479674796748,0.193430656934307,25694.0,15.2,0.955813953488372,2016-2017,IL,1709930,60617,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993005074,0.110032362459547,0.286249331193151,0.552238805970149,29324.0,16.6,0.961832061068702,2016-2017,IL,1709930,60639,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993005075,0.170974155069582,0.396840148698885,0.0443037974683544,11209.0,14.9,0.964,2016-2017,IL,1709930,60624,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993005076,0.253346080305927,0.44244105409154,0.149805447470817,28488.0,16.6,0.987704918032787,2016-2017,IL,1709930,60644,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993005078,0.0279385854517996,0.748518011855905,0.752878653675819,63906.0,19.0,0.857988165680473,2016-2017,IL,1709930,60660,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993005092,0.106965174129353,0.661360347322721,0.347222222222222,25250.0,18.5,0.874380165289256,2016-2017,IL,1709930,60626,Regular School,Other,Yes,48.0,170993000048,3617969.19,4394190.0
170993005147,0.0936628138700678,0.713859910581222,0.810136157337368,82673.0,20.4,0.395672333848532,2016-2017,IL,1709930,60655,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993005663,0.099639855942377,0.745652173913044,0.710963455149502,32197.0,15.6,0.97007874015748,2016-2017,IL,1709930,60647,Regular School,Other,Yes,48.0,170993000048,3617969.19,4394190.0
170993005677,0.198240866035183,0.255763688760807,0.475183823529412,28058.0,17.0,0.983870967741935,2016-2017,IL,1709930,60623,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993005787,0.0926856504745952,0.702983725135624,0.423645320197044,26862.0,16.9,0.954954954954955,2016-2017,IL,1709930,60640,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993005788,0.210234278668311,0.120884773662551,0.687414500683995,33449.0,16.8,0.957142857142857,2016-2017,IL,1709930,60623,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993005789,0.212833545108005,0.529515418502203,0.287977632805219,27559.0,14.7,0.989208633093525,2016-2017,IL,1709930,60644,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993005791,0.399441340782123,0.395913154533844,0.406779661016949,25769.0,22.9,0.565595134665508,2016-2017,IL,1709930,60636,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993005792,0.13405244896039417,0.5344197934334192,0.5294088890691484,53180.567579258895,16.5,0.888667992047714,2016-2017,IL,1709930,60615,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993005793,0.210234278668311,0.120884773662551,0.687414500683995,33449.0,16.6,0.963483146067416,2016-2017,IL,1709930,60623,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993005794,0.210234278668311,0.120884773662551,0.687414500683995,33449.0,15.3,0.98576512455516,2016-2017,IL,1709930,60623,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993005795,0.210234278668311,0.120884773662551,0.687414500683995,33449.0,18.1,0.951573849878935,2016-2017,IL,1709930,60623,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993005884,0.428140703517588,0.439801699716714,0.0,19568.0,16.6,0.832962138084632,2016-2017,IL,1709930,60621,Regular School,High,Yes,48.0,170993000048,3617969.19,4394190.0
170993005890,0.349729053772405,0.386964618249534,0.177958015267176,21913.0,14.6,0.954285714285714,2016-2017,IL,1709930,60644,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993005894,0.062597200622084,0.917199654278306,0.681034482758621,104292.0,18.8,0.668122270742358,2016-2017,IL,1709930,60607,Regular School,Other,Yes,48.0,170993000048,3617969.19,4394190.0
170993005916,0.428140703517588,0.439801699716714,0.0,19568.0,15.0,0.974874371859296,2016-2017,IL,1709930,60621,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993005926,0.349729053772405,0.386964618249534,0.177958015267176,21913.0,14.0,0.984126984126984,2016-2017,IL,1709930,60644,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993005942,0.220833333333333,0.391120507399577,0.00932835820895522,14146.0,14.4,0.973190348525469,2016-2017,IL,1709930,60623,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993005983,0.201072386058981,0.335053592695514,0.324056895485467,23750.0,14.8,0.937710437710438,2016-2017,IL,1709930,60624,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993005984,0.349729053772405,0.386964618249534,0.177958015267176,21913.0,15.4,0.978978978978979,2016-2017,IL,1709930,60644,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993006055,0.470219435736677,0.341176470588235,0.03,11708.0,18.5,0.813186813186813,2016-2017,IL,1709930,60609,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993006058,0.272030651340996,0.442577030812325,0.0,11358.0,20.5,0.416376306620209,2016-2017,IL,1709930,60622,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993006072,0.0544554455445545,0.9,0.795865633074935,78790.0,18.0,0.796428571428571,2016-2017,IL,1709930,60618,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993006076,0.116675839295542,0.785548865215377,0.438297872340426,52393.0,16.2,0.91820580474934,2016-2017,IL,1709930,60608,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993006083,0.1463133640553,0.427350427350427,0.209876543209877,25542.0,20.9,0.721266968325792,2016-2017,IL,1709930,60624,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993006088,0.193729903536977,0.336697909156453,0.579500657030223,28649.0,16.6,0.957983193277311,2016-2017,IL,1709930,60617,Regular School,High,Yes,48.0,170993000048,3617969.19,4394190.0
170993006092,0.1311990170180725,0.5453754513329899,0.5308530386789718,53180.56757991709,17.7,0.889632107023411,2016-2017,IL,1709930,60615,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993006093,0.0781774580335731,0.736561528209685,0.548951048951049,67480.0,18.5,0.475515463917526,2016-2017,IL,1709930,60642,Regular School,Other,No,48.0,170993000048,3617969.19,4394190.0
170993006094,0.116675839295542,0.785548865215377,0.438297872340426,52393.0,16.9,0.800424628450106,2016-2017,IL,1709930,60608,Regular School,High,Yes,48.0,170993000048,3617969.19,4394190.0
170993006103,0.135657089024965,0.362426035502959,0.560033585222502,32725.0,17.4,0.845144356955381,2016-2017,IL,1709930,60608,Regular School,High,Yes,48.0,170993000048,3617969.19,4394190.0
170993006132,0.313131313131313,0.427027027027027,0.0120689655172414,9500.0,17.4,0.784274193548387,2016-2017,IL,1709930,60616,Regular School,High,Yes,48.0,170993000048,3617969.19,4394190.0
170993006138,0.171582883257167,0.19769291964996,0.714757709251101,43295.0,17.0,0.887111947318909,2016-2017,IL,1709930,60632,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
170993006170,0.233140655105973,0.736631016042781,0.224137931034483,25068.0,16.2,0.899824253075571,2016-2017,IL,1709930,60649,Regular School,High,No,48.0,170993000048,3617969.19,4394190.0
171024001246,0.0698254364089776,0.562528841716659,0.86672879776328,45898.0,19.9,0.317241379310345,2016-2017,IL,1710240,62823,Regular School,High,No,1246.0,171024001246,811720.0,853022.0
171041001256,0.0520504731861199,0.546986721144024,0.790890269151139,58026.0,20.2,0.309941520467836,2016-2017,IL,1710410,60927,Regular School,High,No,1255.0,171041001255,-9.0,101557.0
171044001260,0.0875075437537719,0.507246376811594,0.735074626865672,43872.0,18.7,0.363128491620112,2016-2017,IL,1710440,61727,Regular School,High,No,1260.0,171044001260,2544326.0,2595849.0
171053001271,0.124417353890283,0.540313754104341,0.799485861182519,71302.0,21.1,0.240863787375415,2016-2017,IL,1710530,60416,Regular School,High,No,1270.0,171053001270,1884828.74,2018387.74
171057001274,0.0644783118405627,0.567437379576108,0.473584905660377,36304.0,19.5,0.530201342281879,2016-2017,IL,1710570,62920,Regular School,High,No,1273.0,171057001273,398567.0,387719.0
171065001278,0.15100453661698,0.675940079486396,0.552686671318911,48025.0,19.5,0.400709219858156,2016-2017,IL,1710650,62234,Regular School,High,No,1278.0,171065001278,7517023.53,9210568.46
171074001295,0.073309241094476,0.680765357502518,0.803231390652049,63455.0,22.5,0.0865671641791045,2016-2017,IL,1710740,62236,Regular School,High,No,1294.0,171074001294,10438846.75,10733019.75
171076001302,0.0993566833452466,0.682717678100264,0.709563164108619,64018.0,18.5,0.233128834355828,2016-2017,TX,1709930,10002,Regular School,High,No,48.0,170993000048,3317213.554342439,3750862.740217546
171079004391,0.0744416873449131,0.615115465360392,0.661881977671451,29427.0,18.7,0.455743879472693,2016-2017,IL,1710790,62859,Regular School,High,No,1307.0,171079001307,568531.64,627065.05
171080001317,0.0848849945235487,0.557702630166398,0.695424836601307,53184.0,19.7,0.28719723183391,2016-2017,IL,1710800,61844,Regular School,High,No,1316.0,171080001316,1639842.0,1636456.0
171082001320,0.116937598321972,0.501926782273603,0.522439585730725,41909.0,18.1,0.418732782369146,2016-2017,IL,1710820,61883,Regular School,High,No,1318.0,171082001318,3558673.0,3674035.0
171083001324,0.0879811468970935,0.494908350305499,0.804054054054054,43578.0,20.0,0.206703910614525,2016-2017,IL,1710830,62631,Regular School,High,No,1322.0,171083001322,879746.45,952793.75
171110001338,0.0911207183239109,0.481722177091795,0.825503355704698,42543.0,18.6,0.449664429530201,2016-2017,IL,1711100,62959,Regular School,High,No,1338.0,171110001338,884521.35,1230894.35
171125001344,0.16510172143975,0.514415781487102,0.499280575539568,52770.0,19.0,0.580357142857143,2016-2017,IL,1711250,60417,Regular School,High,No,1342.0,171125001342,2763497.45,2995991.05
171137001366,0.0559974546611518,0.841357308584687,0.921052631578947,118005.0,23.3,0.111417539988969,2016-2017,IL,1711370,60013,Regular School,High,No,1366.0,171137001366,12122759.2,14641835.44
171137001367,0.046075751659508,0.767898383371824,0.846855059252507,79596.0,22.0,0.199739752765127,2016-2017,IL,1711370,60014,Regular School,High,No,1366.0,171137001366,12122759.2,14641835.44
171137001368,0.0917933130699088,0.541960281870596,0.742394822006472,66525.0,22.5,0.103047091412742,2016-2017,IL,1711370,60014,Regular School,High,No,1366.0,171137001366,12122759.2,14641835.44
171137002154,0.065083135391924,0.785198555956679,0.851727982162765,95208.0,23.8,0.0807291666666667,2016-2017,IL,1711370,60012,Regular School,High,No,1366.0,171137001366,12122759.2,14641835.44
171140001370,0.0642434488588335,0.601626016260163,0.646604938271605,48804.0,17.8,0.476510067114094,2016-2017,IL,1711400,61427,Regular School,High,No,1369.0,171140001369,462727.8,462727.8
171161001374,0.0984780662488809,0.595097594189741,0.648351648351648,56958.0,21.7,0.221374045801527,2016-2017,IL,1711610,61018,Regular School,High,No,1373.0,171161001373,2030935.23,2278802.0
